Metro_area,Subregion,Province,Retail_and_recreation,Grocery_and_pharmacy,Parks,Transit_stations,Workplaces,Residential
,York,Ontario,-19.0,7.0,19.0,-59.0,-43.0,20.0
,York,Ontario,-19.0,10.0,27.0,-57.0,-41.0,19.0
,York,Ontario,-19.0,10.0,5.0,-42.0,-7.0,11.0
,York,Ontario,-16.0,9.0,39.0,-47.0,-9.0,9.0
,York,Ontario,-36.0,-5.0,17.0,-64.0,-46.0,20.0
,York,Ontario,-36.0,-2.0,8.0,-63.0,-47.0,21.0
,York,Ontario,-36.0,-5.0,-15.0,-65.0,-47.0,22.0
,York,Ontario,-33.0,6.0,9.0,-63.0,-45.0,21.0
,York,Ontario,-35.0,1.0,9.0,-61.0,-44.0,21.0
,York,Ontario,-42.0,-3.0,41.0,-49.0,-15.0,12.0
,York,Ontario,-42.0,-6.0,32.0,-57.0,-19.0,11.0
,York,Ontario,-24.0,14.0,36.0,-64.0,-53.0,20.0
,York,Ontario,-24.0,26.0,25.0,-64.0,-54.0,21.0
,York,Ontario,-15.0,45.0,36.0,-62.0,-55.0,21.0
,York,Ontario,-30.0,36.0,-1.0,-70.0,-68.0,26.0
,York,Ontario,-83.0,-76.0,49.0,-83.0,-89.0,35.0
,York,Ontario,-64.0,-42.0,84.0,-66.0,-48.0,17.0
,York,Ontario,-51.0,-21.0,85.0,-63.0,-27.0,12.0
,York,Ontario,-41.0,-3.0,35.0,-77.0,-76.0,29.0
,York,Ontario,-37.0,6.0,48.0,-71.0,-65.0,26.0
,York,Ontario,-35.0,15.0,0.0,-72.0,-65.0,27.0
,York,Ontario,-32.0,26.0,35.0,-73.0,-69.0,27.0
,York,Ontario,-77.0,-70.0,44.0,-86.0,-88.0,37.0
,York,Ontario,-55.0,-20.0,102.0,-62.0,-35.0,16.0
,York,Ontario,-55.0,-23.0,62.0,-66.0,-28.0,13.0
,York,Ontario,-44.0,-11.0,17.0,-69.0,-53.0,23.0
,York,Ontario,-45.0,-11.0,11.0,-67.0,-53.0,24.0
,York,Ontario,-45.0,-13.0,8.0,-68.0,-53.0,25.0
,York,Ontario,-45.0,-9.0,25.0,-67.0,-52.0,25.0
,York,Ontario,-48.0,-16.0,9.0,-67.0,-50.0,25.0
,York,Ontario,-48.0,-9.0,114.0,-55.0,-18.0,14.0
,York,Ontario,-52.0,-19.0,71.0,-64.0,-23.0,12.0
,York,Ontario,-47.0,-19.0,12.0,-69.0,-52.0,24.0
,York,Ontario,-47.0,-12.0,0.0,-69.0,-53.0,24.0
,York,Ontario,-44.0,-8.0,8.0,-68.0,-53.0,24.0
,York,Ontario,-55.0,-24.0,7.0,-70.0,-55.0,26.0
,York,Ontario,-54.0,-26.0,-14.0,-71.0,-54.0,27.0
,York,Ontario,-55.0,-18.0,105.0,-62.0,-24.0,15.0
,York,Ontario,-57.0,-27.0,45.0,-69.0,-29.0,14.0
,York,Ontario,-52.0,-24.0,13.0,-71.0,-56.0,24.0
,York,Ontario,-52.0,-21.0,-3.0,-71.0,-56.0,25.0
,York,Ontario,-51.0,-23.0,-12.0,-71.0,-56.0,26.0
,York,Ontario,-50.0,-17.0,2.0,-70.0,-54.0,26.0
,York,Ontario,-52.0,-21.0,-16.0,-70.0,-53.0,26.0
,York,Ontario,-52.0,-15.0,50.0,-60.0,-22.0,15.0
,York,Ontario,-56.0,-22.0,44.0,-67.0,-27.0,13.0
,York,Ontario,-49.0,-19.0,29.0,-70.0,-55.0,24.0
,York,Ontario,-60.0,-37.0,-18.0,-72.0,-58.0,27.0
,York,Ontario,-48.0,-16.0,9.0,-70.0,-55.0,25.0
,York,Ontario,-49.0,-18.0,-17.0,-71.0,-54.0,26.0
,York,Ontario,-51.0,-21.0,-21.0,-70.0,-52.0,26.0
,York,Ontario,-49.0,-12.0,102.0,-61.0,-20.0,14.0
,York,Ontario,-53.0,-20.0,50.0,-68.0,-26.0,13.0
,York,Ontario,-46.0,-18.0,17.0,-71.0,-55.0,24.0
,York,Ontario,-49.0,-17.0,-2.0,-71.0,-55.0,25.0
,York,Ontario,-47.0,-17.0,13.0,-72.0,-55.0,25.0
,York,Ontario,-47.0,-12.0,45.0,-70.0,-54.0,25.0
,York,Ontario,-51.0,-23.0,-24.0,-71.0,-52.0,26.0
,York,Ontario,-50.0,-11.0,28.0,-63.0,-20.0,15.0
,York,Ontario,-52.0,-18.0,52.0,-68.0,-23.0,12.0
,York,Ontario,-48.0,-19.0,2.0,-72.0,-54.0,24.0
,York,Ontario,-47.0,-13.0,3.0,-71.0,-54.0,25.0
,York,Ontario,-45.0,-10.0,0.0,-71.0,-54.0,25.0
,York,Ontario,-42.0,-3.0,6.0,-71.0,-53.0,24.0
,York,Ontario,-47.0,-8.0,-14.0,-70.0,-53.0,26.0
,York,Ontario,-49.0,-1.0,17.0,-63.0,-22.0,14.0
,York,Ontario,-41.0,4.0,130.0,-63.0,-21.0,11.0
,York,Ontario,-60.0,-33.0,95.0,-83.0,-84.0,32.0
,York,Ontario,-55.0,-23.0,-26.0,-73.0,-58.0,27.0
,York,Ontario,-42.0,-2.0,12.0,-68.0,-50.0,23.0
,York,Ontario,-45.0,-7.0,-2.0,-68.0,-49.0,24.0
,York,Ontario,-48.0,-15.0,-1.0,-67.0,-46.0,24.0
,York,Ontario,-45.0,-1.0,119.0,-56.0,-14.0,13.0
,York,Ontario,-48.0,-7.0,133.0,-61.0,-18.0,11.0
,York,Ontario,-34.0,-16.0,-1.0,-67.0,-49.0,22.0
,York,Ontario,-30.0,-2.0,2.0,-66.0,-48.0,22.0
,York,Ontario,-28.0,-3.0,12.0,-66.0,-48.0,22.0
,York,Ontario,-27.0,1.0,25.0,-64.0,-47.0,21.0
,York,Ontario,-28.0,1.0,32.0,-61.0,-44.0,21.0
,York,Ontario,-25.0,6.0,91.0,-46.0,-10.0,11.0
,York,Ontario,-29.0,-3.0,29.0,-55.0,-13.0,10.0
,York,Ontario,-31.0,-11.0,-3.0,-65.0,-47.0,21.0
,York,Ontario,-30.0,-3.0,4.0,-65.0,-48.0,21.0
,York,Ontario,-24.0,0.0,45.0,-64.0,-48.0,21.0
,York,Ontario,-27.0,-2.0,1.0,-64.0,-47.0,22.0
,York,Ontario,-28.0,-4.0,5.0,-63.0,-44.0,22.0
,Toronto,Ontario,0.0,2.0,15.0,1.0,0.0,-1.0
,Toronto,Ontario,11.0,10.0,35.0,8.0,-4.0,-3.0
,Toronto,Ontario,-26.0,-45.0,49.0,-50.0,-76.0,17.0
,Toronto,Ontario,-3.0,11.0,-2.0,1.0,-1.0,0.0
,Toronto,Ontario,-1.0,3.0,-3.0,-2.0,0.0,1.0
,Toronto,Ontario,2.0,5.0,2.0,-1.0,2.0,0.0
,Toronto,Ontario,1.0,-1.0,20.0,2.0,-6.0,2.0
,Toronto,Ontario,8.0,8.0,56.0,13.0,7.0,-1.0
,Toronto,Ontario,9.0,7.0,64.0,13.0,3.0,-2.0
,Toronto,Ontario,1.0,2.0,22.0,-2.0,1.0,0.0
,Toronto,Ontario,1.0,5.0,5.0,2.0,1.0,0.0
,Toronto,Ontario,-10.0,-7.0,-13.0,-7.0,-4.0,3.0
,Toronto,Ontario,-8.0,-6.0,-13.0,-3.0,-3.0,3.0
,Toronto,Ontario,-5.0,-1.0,-8.0,-1.0,0.0,1.0
,Toronto,Ontario,3.0,8.0,16.0,3.0,7.0,-1.0
,Toronto,Ontario,5.0,12.0,28.0,4.0,4.0,-1.0
,Toronto,Ontario,0.0,6.0,2.0,0.0,3.0,0.0
,Toronto,Ontario,-2.0,3.0,-4.0,1.0,3.0,0.0
,Toronto,Ontario,3.0,5.0,3.0,0.0,2.0,0.0
,Toronto,Ontario,4.0,10.0,24.0,2.0,-1.0,1.0
,Toronto,Ontario,-4.0,-1.0,-4.0,-3.0,2.0,1.0
,Toronto,Ontario,7.0,8.0,50.0,8.0,7.0,-1.0
,Toronto,Ontario,8.0,9.0,102.0,8.0,3.0,-1.0
,Toronto,Ontario,1.0,5.0,48.0,-3.0,1.0,1.0
,Toronto,Ontario,-2.0,2.0,0.0,-5.0,0.0,1.0
,Toronto,Ontario,-2.0,5.0,-2.0,-6.0,-1.0,2.0
,Toronto,Ontario,-1.0,30.0,4.0,-8.0,-1.0,2.0
,Toronto,Ontario,-9.0,40.0,-13.0,-18.0,-9.0,5.0
,Toronto,Ontario,-17.0,23.0,1.0,-23.0,-3.0,4.0
,Toronto,Ontario,-20.0,11.0,38.0,-25.0,-10.0,4.0
,Toronto,Ontario,-23.0,19.0,-4.0,-45.0,-37.0,13.0
,Toronto,Ontario,-39.0,7.0,-4.0,-54.0,-46.0,17.0
,Toronto,Ontario,-45.0,-5.0,-12.0,-58.0,-52.0,21.0
,Toronto,Ontario,-48.0,-4.0,-3.0,-61.0,-54.0,22.0
,Toronto,Ontario,-53.0,-12.0,-17.0,-62.0,-57.0,24.0
,Toronto,Ontario,-56.0,-16.0,16.0,-56.0,-39.0,14.0
,Toronto,Ontario,-60.0,-27.0,-10.0,-60.0,-43.0,12.0
,Toronto,Ontario,-56.0,-22.0,-52.0,-69.0,-62.0,25.0
,Toronto,Ontario,-56.0,-18.0,-11.0,-69.0,-63.0,25.0
,Toronto,Ontario,-62.0,-29.0,-5.0,-72.0,-67.0,28.0
,Toronto,Ontario,-63.0,-28.0,-20.0,-72.0,-67.0,29.0
,Toronto,Ontario,-62.0,-27.0,1.0,-70.0,-67.0,29.0
,Toronto,Ontario,-67.0,-34.0,-43.0,-68.0,-51.0,18.0
,Toronto,Ontario,-66.0,-38.0,-10.0,-66.0,-51.0,14.0
,Toronto,Ontario,-64.0,-35.0,-46.0,-74.0,-69.0,28.0
,Toronto,Ontario,-61.0,-27.0,-41.0,-72.0,-69.0,27.0
,Toronto,Ontario,-60.0,-28.0,-9.0,-72.0,-69.0,28.0
,Toronto,Ontario,-61.0,-27.0,-11.0,-73.0,-68.0,29.0
,Toronto,Ontario,-64.0,-30.0,-40.0,-73.0,-68.0,30.0
,Toronto,Ontario,-65.0,-32.0,-29.0,-67.0,-51.0,18.0
,Toronto,Ontario,-67.0,-36.0,-11.0,-67.0,-52.0,14.0
,Toronto,Ontario,-63.0,-31.0,-15.0,-74.0,-69.0,27.0
,Toronto,Ontario,-64.0,-29.0,-29.0,-74.0,-69.0,28.0
,Toronto,Ontario,-62.0,-25.0,-14.0,-73.0,-70.0,28.0
,Toronto,Ontario,-56.0,-10.0,-39.0,-72.0,-70.0,28.0
,Toronto,Ontario,-84.0,-71.0,-38.0,-84.0,-88.0,39.0
,Toronto,Ontario,-64.0,-23.0,-27.0,-65.0,-53.0,18.0
,Toronto,Ontario,-82.0,-69.0,-21.0,-72.0,-58.0,16.0
,Toronto,Ontario,-67.0,-34.0,-55.0,-78.0,-73.0,30.0
,Toronto,Ontario,-62.0,-25.0,-39.0,-74.0,-69.0,28.0
,Toronto,Ontario,-63.0,-30.0,-44.0,-75.0,-70.0,29.0
,Toronto,Ontario,-64.0,-28.0,-42.0,-75.0,-69.0,30.0
,Toronto,Ontario,-65.0,-30.0,-42.0,-73.0,-69.0,31.0
,Toronto,Ontario,-65.0,-29.0,-13.0,-64.0,-48.0,17.0
,Toronto,Ontario,-69.0,-41.0,-38.0,-68.0,-49.0,15.0
,Toronto,Ontario,-62.0,-30.0,-16.0,-73.0,-68.0,27.0
,Toronto,Ontario,-65.0,-33.0,-51.0,-75.0,-69.0,28.0
,Toronto,Ontario,-62.0,-28.0,-30.0,-74.0,-68.0,29.0
,Toronto,Ontario,-63.0,-26.0,-36.0,-74.0,-68.0,29.0
,Toronto,Ontario,-64.0,-29.0,-29.0,-72.0,-67.0,30.0
,Toronto,Ontario,-63.0,-27.0,24.0,-61.0,-47.0,16.0
,Toronto,Ontario,-68.0,-40.0,-50.0,-69.0,-49.0,15.0
,Toronto,Ontario,-61.0,-26.0,12.0,-71.0,-67.0,26.0
,Toronto,Ontario,-61.0,-27.0,-17.0,-72.0,-68.0,27.0
,Toronto,Ontario,-62.0,-30.0,-40.0,-73.0,-68.0,29.0
,Toronto,Ontario,-61.0,-24.0,-28.0,-72.0,-68.0,29.0
,Toronto,Ontario,-60.0,-21.0,3.0,-68.0,-66.0,28.0
,Toronto,Ontario,-63.0,-27.0,-13.0,-60.0,-45.0,16.0
,Toronto,Ontario,-58.0,-25.0,76.0,-53.0,-40.0,11.0
,Toronto,Ontario,-60.0,-25.0,-12.0,-71.0,-66.0,26.0
,Toronto,Ontario,-58.0,-21.0,-4.0,-69.0,-66.0,26.0
,Toronto,Ontario,-58.0,-22.0,7.0,-69.0,-66.0,27.0
,Toronto,Ontario,-59.0,-21.0,-16.0,-70.0,-66.0,28.0
,Toronto,Ontario,-60.0,-22.0,-33.0,-69.0,-65.0,29.0
,Toronto,Ontario,-60.0,-23.0,-41.0,-63.0,-42.0,17.0
,Toronto,Ontario,-57.0,-24.0,-22.0,-59.0,-38.0,12.0
,Toronto,Ontario,-60.0,-29.0,-30.0,-71.0,-65.0,27.0
,Toronto,Ontario,-57.0,-22.0,-14.0,-69.0,-64.0,26.0
,Toronto,Ontario,-54.0,-19.0,25.0,-67.0,-64.0,26.0
,Toronto,Ontario,-57.0,-23.0,-33.0,-70.0,-64.0,28.0
,Toronto,Ontario,-56.0,-20.0,-21.0,-68.0,-64.0,28.0
,Toronto,Ontario,-53.0,-16.0,91.0,-49.0,-38.0,12.0
,Toronto,Ontario,-54.0,-20.0,14.0,-57.0,-38.0,11.0
,Toronto,Ontario,-76.0,-62.0,-44.0,-82.0,-85.0,33.0
,Toronto,Ontario,-50.0,-11.0,5.0,-66.0,-63.0,24.0
,Toronto,Ontario,-47.0,-10.0,63.0,-63.0,-62.0,24.0
,Toronto,Ontario,-48.0,-9.0,68.0,-64.0,-62.0,24.0
,Toronto,Ontario,-50.0,-14.0,64.0,-61.0,-60.0,24.0
,Toronto,Ontario,-48.0,-14.0,127.0,-45.0,-31.0,11.0
,Toronto,Ontario,-49.0,-21.0,102.0,-48.0,-31.0,9.0
,Toronto,Ontario,-47.0,-16.0,69.0,-63.0,-62.0,22.0
,Toronto,Ontario,-46.0,-14.0,68.0,-63.0,-60.0,22.0
,Toronto,Ontario,-46.0,-14.0,60.0,-63.0,-60.0,23.0
,Toronto,Ontario,-50.0,-18.0,-12.0,-66.0,-60.0,25.0
,Toronto,Ontario,-50.0,-17.0,-6.0,-63.0,-59.0,25.0
,Toronto,Ontario,-47.0,-13.0,68.0,-44.0,-24.0,11.0
,Toronto,Ontario,-46.0,-17.0,79.0,-46.0,-22.0,8.0
,Toronto,Ontario,-44.0,-12.0,78.0,-61.0,-58.0,21.0
,Toronto,Ontario,-46.0,-15.0,48.0,-62.0,-59.0,22.0
,Toronto,Ontario,-46.0,-15.0,51.0,-62.0,-59.0,23.0
,Toronto,Ontario,-45.0,-9.0,85.0,-61.0,-58.0,22.0
,Toronto,Ontario,-47.0,-14.0,46.0,-60.0,-57.0,23.0
,Toronto,Ontario,-44.0,-12.0,129.0,-44.0,-22.0,9.0
,Toronto,Ontario,-43.0,-16.0,135.0,-45.0,-22.0,7.0
,Toronto,Ontario,-42.0,-12.0,89.0,-60.0,-57.0,20.0
,Toronto,Ontario,-43.0,-12.0,95.0,-61.0,-57.0,20.0
,Toronto,Ontario,-43.0,-14.0,49.0,-62.0,-57.0,22.0
,Toronto,Ontario,-42.0,-8.0,85.0,-60.0,-56.0,22.0
,Toronto,Ontario,-43.0,-11.0,75.0,-58.0,-55.0,21.0
,Toronto,Ontario,-42.0,-11.0,131.0,-42.0,-17.0,8.0
,Toronto,Ontario,-41.0,-15.0,134.0,-43.0,-17.0,6.0
,Toronto,Ontario,-41.0,-12.0,91.0,-59.0,-56.0,20.0
,Toronto,Ontario,-40.0,-10.0,104.0,-59.0,-55.0,20.0
,Toronto,Ontario,-41.0,-11.0,97.0,-59.0,-56.0,21.0
,Toronto,Ontario,-40.0,-6.0,105.0,-59.0,-55.0,20.0
,Toronto,Ontario,-43.0,-9.0,96.0,-56.0,-54.0,19.0
,Toronto,Ontario,-42.0,-10.0,138.0,-40.0,-15.0,6.0
,Toronto,Ontario,-42.0,-17.0,113.0,-43.0,-12.0,4.0
,Toronto,Ontario,-43.0,-16.0,64.0,-61.0,-57.0,20.0
,Toronto,Ontario,-44.0,-15.0,28.0,-61.0,-57.0,21.0
,Toronto,Ontario,-37.0,-9.0,71.0,-57.0,-55.0,20.0
,Toronto,Ontario,-36.0,-5.0,96.0,-56.0,-54.0,19.0
,Toronto,Ontario,-38.0,-9.0,105.0,-53.0,-53.0,18.0
,Toronto,Ontario,-38.0,-11.0,113.0,-38.0,-15.0,7.0
,Toronto,Ontario,-36.0,-14.0,154.0,-35.0,-10.0,3.0
,Toronto,Ontario,-33.0,-7.0,101.0,-57.0,-55.0,17.0
,Toronto,Ontario,-24.0,14.0,109.0,-54.0,-54.0,15.0
,Toronto,Ontario,-56.0,-46.0,220.0,-66.0,-76.0,21.0
,Toronto,Ontario,-31.0,3.0,82.0,-57.0,-56.0,18.0
,Toronto,Ontario,-35.0,-4.0,92.0,-55.0,-57.0,18.0
,Toronto,Ontario,-36.0,-10.0,141.0,-39.0,-15.0,5.0
,Toronto,Ontario,-35.0,-14.0,129.0,-40.0,-13.0,3.0
,Toronto,Ontario,-33.0,-6.0,100.0,-57.0,-55.0,17.0
,Toronto,Ontario,-34.0,-6.0,95.0,-56.0,-55.0,17.0
,Toronto,Ontario,-34.0,-9.0,68.0,-57.0,-55.0,18.0
,Toronto,Ontario,-33.0,-2.0,87.0,-56.0,-54.0,18.0
,Toronto,Ontario,-36.0,-7.0,79.0,-55.0,-53.0,18.0
,Toronto,Ontario,-38.0,-11.0,30.0,-44.0,-15.0,8.0
,Toronto,Ontario,-32.0,-10.0,131.0,-37.0,-11.0,3.0
,Toronto,Ontario,-34.0,-8.0,86.0,-57.0,-54.0,17.0
,Toronto,Ontario,-33.0,-6.0,109.0,-56.0,-54.0,17.0
,Toronto,Ontario,-32.0,-8.0,101.0,-56.0,-53.0,17.0
,Toronto,Ontario,-36.0,-6.0,22.0,-59.0,-53.0,19.0
,Toronto,Ontario,-34.0,-5.0,109.0,-52.0,-52.0,16.0
,Toronto,Ontario,-34.0,-9.0,147.0,-35.0,-11.0,4.0
,Toronto,Ontario,-38.0,-16.0,66.0,-45.0,-15.0,4.0
,Toronto,Ontario,-31.0,-6.0,109.0,-56.0,-53.0,16.0
,Toronto,Ontario,-32.0,-5.0,110.0,-56.0,-52.0,16.0
,Toronto,Ontario,-36.0,-12.0,24.0,-59.0,-54.0,19.0
,Toronto,Ontario,-31.0,-2.0,105.0,-55.0,-52.0,17.0
,Toronto,Ontario,-34.0,-7.0,106.0,-53.0,-51.0,16.0
,Toronto,Ontario,-33.0,-9.0,156.0,-35.0,-12.0,3.0
,Toronto,Ontario,-33.0,-13.0,130.0,-37.0,-12.0,2.0
,Toronto,Ontario,-35.0,-10.0,60.0,-58.0,-54.0,17.0
,Toronto,Ontario,-32.0,-5.0,104.0,-55.0,-53.0,16.0
,Toronto,Ontario,-30.0,-7.0,85.0,-56.0,-54.0,17.0
,Toronto,Ontario,-28.0,-1.0,101.0,-54.0,-53.0,16.0
,Toronto,Ontario,-29.0,-4.0,105.0,-51.0,-52.0,14.0
,Toronto,Ontario,-32.0,-12.0,135.0,-34.0,-14.0,2.0
,Toronto,Ontario,-33.0,-16.0,23.0,-45.0,-18.0,4.0
,Toronto,Ontario,-43.0,-31.0,85.0,-69.0,-77.0,20.0
,Toronto,Ontario,-32.0,-7.0,13.0,-57.0,-55.0,17.0
,Toronto,Ontario,-26.0,-5.0,103.0,-53.0,-53.0,16.0
,Toronto,Ontario,-26.0,-3.0,111.0,-53.0,-52.0,16.0
,Toronto,Ontario,-30.0,-9.0,104.0,-51.0,-51.0,15.0
,Toronto,Ontario,-28.0,-11.0,162.0,-32.0,-10.0,2.0
,Toronto,Ontario,-28.0,-15.0,128.0,-35.0,-11.0,1.0
,Toronto,Ontario,-29.0,-11.0,91.0,-56.0,-53.0,15.0
,Toronto,Ontario,-29.0,-9.0,89.0,-55.0,-53.0,16.0
,Toronto,Ontario,-27.0,-10.0,102.0,-54.0,-53.0,16.0
,Toronto,Ontario,-27.0,-7.0,104.0,-53.0,-52.0,16.0
,Toronto,Ontario,-29.0,-10.0,100.0,-50.0,-51.0,14.0
,Toronto,Ontario,-27.0,-12.0,155.0,-31.0,-11.0,1.0
,Toronto,Ontario,-27.0,-15.0,79.0,-38.0,-13.0,2.0
,Toronto,Ontario,-31.0,-15.0,49.0,-56.0,-54.0,16.0
,Toronto,Ontario,-27.0,-9.0,93.0,-53.0,-52.0,15.0
,Toronto,Ontario,-27.0,-11.0,92.0,-53.0,-52.0,15.0
,Toronto,Ontario,-25.0,-4.0,106.0,-52.0,-51.0,15.0
,Toronto,Ontario,-29.0,-8.0,87.0,-50.0,-50.0,14.0
,Toronto,Ontario,-27.0,-11.0,141.0,-30.0,-9.0,2.0
,Toronto,Ontario,-26.0,-14.0,122.0,-33.0,-10.0,0.0
,Toronto,Ontario,-28.0,-10.0,86.0,-54.0,-52.0,15.0
,Toronto,Ontario,-26.0,-7.0,103.0,-52.0,-52.0,14.0
,Toronto,Ontario,-28.0,-12.0,49.0,-54.0,-51.0,16.0
,Toronto,Ontario,-26.0,-5.0,80.0,-52.0,-50.0,15.0
,Toronto,Ontario,-28.0,-8.0,79.0,-49.0,-50.0,14.0
,Toronto,Ontario,-26.0,-8.0,103.0,-32.0,-10.0,3.0
,Toronto,Ontario,-22.0,-11.0,142.0,-28.0,-9.0,0.0
,Toronto,Ontario,-24.0,-7.0,92.0,-51.0,-52.0,13.0
,Toronto,Ontario,-25.0,-6.0,95.0,-50.0,-52.0,14.0
,Toronto,Ontario,-25.0,-8.0,62.0,-53.0,-52.0,15.0
,Toronto,Ontario,-23.0,-4.0,92.0,-50.0,-50.0,14.0
,Toronto,Ontario,-24.0,-5.0,82.0,-48.0,-50.0,13.0
,Toronto,Ontario,-26.0,-11.0,100.0,-33.0,-12.0,2.0
,Toronto,Ontario,-19.0,-9.0,138.0,-28.0,-12.0,-1.0
,Toronto,Ontario,-53.0,-48.0,67.0,-71.0,-81.0,21.0
,Toronto,Ontario,-25.0,1.0,33.0,-53.0,-52.0,14.0
,Toronto,Ontario,-27.0,-7.0,43.0,-53.0,-51.0,15.0
,Toronto,Ontario,-25.0,-3.0,60.0,-51.0,-49.0,15.0
,Toronto,Ontario,-26.0,-7.0,68.0,-48.0,-48.0,14.0
,Toronto,Ontario,-22.0,-6.0,125.0,-30.0,-6.0,3.0
,Toronto,Ontario,-23.0,-10.0,85.0,-34.0,-10.0,3.0
,Toronto,Ontario,-26.0,-7.0,57.0,-53.0,-48.0,15.0
,Toronto,Ontario,-25.0,-6.0,63.0,-52.0,-48.0,15.0
,Toronto,Ontario,-26.0,-10.0,74.0,-51.0,-49.0,15.0
,Toronto,Ontario,-27.0,-5.0,60.0,-51.0,-48.0,15.0
,Toronto,Ontario,-28.0,-9.0,46.0,-49.0,-47.0,14.0
,Toronto,Ontario,-24.0,-7.0,92.0,-33.0,-7.0,4.0
,Toronto,Ontario,-23.0,-9.0,99.0,-34.0,-9.0,3.0
,Toronto,Ontario,-29.0,-9.0,55.0,-53.0,-49.0,15.0
,Toronto,Ontario,-29.0,-7.0,59.0,-52.0,-49.0,15.0
,Toronto,Ontario,-29.0,-9.0,68.0,-52.0,-48.0,15.0
,Toronto,Ontario,-30.0,-6.0,37.0,-52.0,-47.0,16.0
,Toronto,Ontario,-30.0,-7.0,61.0,-49.0,-46.0,14.0
,Toronto,Ontario,-25.0,-6.0,115.0,-32.0,-4.0,3.0
,Toronto,Ontario,-25.0,-8.0,108.0,-34.0,-7.0,2.0
,Toronto,Ontario,-32.0,-8.0,50.0,-54.0,-48.0,15.0
,Toronto,Ontario,-31.0,-6.0,33.0,-53.0,-48.0,15.0
,Toronto,Ontario,-32.0,-9.0,0.0,-54.0,-48.0,17.0
,Toronto,Ontario,-29.0,-1.0,32.0,-53.0,-45.0,16.0
,Toronto,Ontario,-33.0,-8.0,14.0,-51.0,-45.0,16.0
,Toronto,Ontario,-28.0,-7.0,66.0,-36.0,-7.0,6.0
,Toronto,Ontario,-33.0,-12.0,-12.0,-43.0,-14.0,6.0
,Toronto,Ontario,-32.0,-5.0,36.0,-54.0,-47.0,16.0
,Toronto,Ontario,-33.0,-6.0,39.0,-53.0,-47.0,15.0
,Toronto,Ontario,-34.0,-9.0,12.0,-55.0,-47.0,17.0
,Toronto,Ontario,-33.0,-3.0,14.0,-53.0,-46.0,17.0
,Toronto,Ontario,-31.0,1.0,40.0,-50.0,-45.0,15.0
,Toronto,Ontario,-35.0,-4.0,68.0,-39.0,-9.0,5.0
,Toronto,Ontario,-34.0,-5.0,48.0,-40.0,-12.0,3.0
,Toronto,Ontario,-66.0,-54.0,52.0,-75.0,-82.0,24.0
,Toronto,Ontario,-36.0,-2.0,51.0,-53.0,-49.0,16.0
,Toronto,Ontario,-36.0,-8.0,36.0,-54.0,-47.0,17.0
,Toronto,Ontario,-41.0,-13.0,-30.0,-56.0,-48.0,20.0
,Toronto,Ontario,-36.0,-5.0,32.0,-51.0,-45.0,17.0
,Toronto,Ontario,-31.0,-5.0,91.0,-37.0,-8.0,6.0
,Toronto,Ontario,-35.0,-12.0,39.0,-42.0,-15.0,7.0
,Toronto,Ontario,-40.0,-13.0,-18.0,-57.0,-49.0,18.0
,Toronto,Ontario,-36.0,-7.0,25.0,-54.0,-48.0,17.0
,Toronto,Ontario,-38.0,-12.0,12.0,-55.0,-48.0,19.0
,Toronto,Ontario,-38.0,-7.0,5.0,-54.0,-46.0,19.0
,Toronto,Ontario,-35.0,-8.0,69.0,-50.0,-45.0,16.0
,Toronto,Ontario,-33.0,-5.0,49.0,-38.0,-9.0,7.0
,Toronto,Ontario,-34.0,-11.0,30.0,-41.0,-15.0,6.0
,Toronto,Ontario,-39.0,-11.0,0.0,-56.0,-48.0,17.0
,Toronto,Ontario,-41.0,-14.0,-18.0,-56.0,-48.0,18.0
,Toronto,Ontario,-34.0,-6.0,25.0,-54.0,-46.0,17.0
,Toronto,Ontario,-37.0,-7.0,-8.0,-55.0,-46.0,18.0
,Toronto,Ontario,-37.0,-6.0,-10.0,-53.0,-45.0,17.0
,Toronto,Ontario,-31.0,-2.0,47.0,-36.0,-8.0,6.0
,Toronto,Ontario,-38.0,-12.0,-23.0,-45.0,-17.0,7.0
,Toronto,Ontario,-39.0,-13.0,-23.0,-57.0,-48.0,18.0
,Toronto,Ontario,-39.0,-10.0,-8.0,-55.0,-47.0,17.0
,Toronto,Ontario,-36.0,-11.0,34.0,-54.0,-47.0,18.0
,Toronto,Ontario,-36.0,-8.0,25.0,-54.0,-45.0,18.0
,Toronto,Ontario,-35.0,-8.0,46.0,-51.0,-44.0,17.0
,Toronto,Ontario,-29.0,-6.0,112.0,-33.0,-7.0,6.0
,Toronto,Ontario,-28.0,-8.0,115.0,-36.0,-11.0,4.0
,Toronto,Ontario,-36.0,-10.0,45.0,-55.0,-47.0,17.0
,Toronto,Ontario,-34.0,-7.0,63.0,-53.0,-46.0,16.0
,Toronto,Ontario,-35.0,-9.0,25.0,-56.0,-48.0,18.0
,Toronto,Ontario,-37.0,-6.0,11.0,-55.0,-45.0,18.0
,Toronto,Ontario,-38.0,-8.0,-4.0,-53.0,-45.0,18.0
,Toronto,Ontario,-33.0,-5.0,43.0,-41.0,-10.0,8.0
,Toronto,Ontario,-44.0,-22.0,-40.0,-51.0,-19.0,9.0
,Toronto,Ontario,-40.0,-14.0,-23.0,-59.0,-48.0,18.0
,Toronto,Ontario,-41.0,-13.0,-22.0,-58.0,-48.0,18.0
